origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2019-02-23,ili perc,1,HHS Region 1,quantile,0.01,2019-03-02,1.4924604324290578
2019-02-23,ili perc,1,HHS Region 1,quantile,0.025,2019-03-02,1.747536643205256
2019-02-23,ili perc,1,HHS Region 1,quantile,0.05,2019-03-02,1.9569581463916919
2019-02-23,ili perc,1,HHS Region 1,quantile,0.1,2019-03-02,2.2220845058368037
2019-02-23,ili perc,1,HHS Region 1,quantile,0.15,2019-03-02,2.382515189819732
2019-02-23,ili perc,1,HHS Region 1,quantile,0.2,2019-03-02,2.4921597894981202
2019-02-23,ili perc,1,HHS Region 1,quantile,0.25,2019-03-02,2.634938296187468
2019-02-23,ili perc,1,HHS Region 1,quantile,0.3,2019-03-02,2.724756208893355
2019-02-23,ili perc,1,HHS Region 1,quantile,0.35,2019-03-02,2.821002145151698
2019-02-23,ili perc,1,HHS Region 1,quantile,0.4,2019-03-02,2.9158462745147915
2019-02-23,ili perc,1,HHS Region 1,quantile,0.45,2019-03-02,2.983283768142506
2019-02-23,ili perc,1,HHS Region 1,quantile,0.5,2019-03-02,3.0650864722787565
2019-02-23,ili perc,1,HHS Region 1,quantile,0.55,2019-03-02,3.164352854379269
2019-02-23,ili perc,1,HHS Region 1,quantile,0.6,2019-03-02,3.234063349952465
2019-02-23,ili perc,1,HHS Region 1,quantile,0.65,2019-03-02,3.3224332253063196
2019-02-23,ili perc,1,HHS Region 1,quantile,0.7,2019-03-02,3.4466801322830345
2019-02-23,ili perc,1,HHS Region 1,quantile,0.75,2019-03-02,3.5557578388771587
2019-02-23,ili perc,1,HHS Region 1,quantile,0.8,2019-03-02,3.6858841057462923
2019-02-23,ili perc,1,HHS Region 1,quantile,0.85,2019-03-02,3.9329285499699567
2019-02-23,ili perc,1,HHS Region 1,quantile,0.9,2019-03-02,4.23280179673277
2019-02-23,ili perc,1,HHS Region 1,quantile,0.95,2019-03-02,4.668234601514056
2019-02-23,ili perc,1,HHS Region 1,quantile,0.975,2019-03-02,5.22596560486368
2019-02-23,ili perc,1,HHS Region 1,quantile,0.99,2019-03-02,6.197064869870146
2019-02-23,ili perc,2,HHS Region 1,quantile,0.01,2019-03-09,1.185944012382182
2019-02-23,ili perc,2,HHS Region 1,quantile,0.025,2019-03-09,1.4028919927339663
2019-02-23,ili perc,2,HHS Region 1,quantile,0.05,2019-03-09,1.605168163557449
2019-02-23,ili perc,2,HHS Region 1,quantile,0.1,2019-03-09,1.8928736553824956
2019-02-23,ili perc,2,HHS Region 1,quantile,0.15,2019-03-09,2.063315477383073
2019-02-23,ili perc,2,HHS Region 1,quantile,0.2,2019-03-09,2.1996599483982666
2019-02-23,ili perc,2,HHS Region 1,quantile,0.25,2019-03-09,2.310133437197237
2019-02-23,ili perc,2,HHS Region 1,quantile,0.3,2019-03-09,2.4494059507990293
2019-02-23,ili perc,2,HHS Region 1,quantile,0.35,2019-03-09,2.557966598618734
2019-02-23,ili perc,2,HHS Region 1,quantile,0.4,2019-03-09,2.6586958161766003
2019-02-23,ili perc,2,HHS Region 1,quantile,0.45,2019-03-09,2.742412396467051
2019-02-23,ili perc,2,HHS Region 1,quantile,0.5,2019-03-09,2.835856197303841
2019-02-23,ili perc,2,HHS Region 1,quantile,0.55,2019-03-09,2.925206792580473
2019-02-23,ili perc,2,HHS Region 1,quantile,0.6,2019-03-09,3.019045051178562
2019-02-23,ili perc,2,HHS Region 1,quantile,0.65,2019-03-09,3.131993399354279
2019-02-23,ili perc,2,HHS Region 1,quantile,0.7,2019-03-09,3.2938789227389957
2019-02-23,ili perc,2,HHS Region 1,quantile,0.75,2019-03-09,3.4305834683047243
2019-02-23,ili perc,2,HHS Region 1,quantile,0.8,2019-03-09,3.623311313814917
2019-02-23,ili perc,2,HHS Region 1,quantile,0.85,2019-03-09,3.827490631783049
2019-02-23,ili perc,2,HHS Region 1,quantile,0.9,2019-03-09,4.130709251169471
2019-02-23,ili perc,2,HHS Region 1,quantile,0.95,2019-03-09,4.661287689937239
2019-02-23,ili perc,2,HHS Region 1,quantile,0.975,2019-03-09,5.334348630298599
2019-02-23,ili perc,2,HHS Region 1,quantile,0.99,2019-03-09,6.076027328668789
2019-02-23,ili perc,3,HHS Region 1,quantile,0.01,2019-03-16,0.931189926778253
2019-02-23,ili perc,3,HHS Region 1,quantile,0.025,2019-03-16,1.1403539755668035
2019-02-23,ili perc,3,HHS Region 1,quantile,0.05,2019-03-16,1.3631497837111903
2019-02-23,ili perc,3,HHS Region 1,quantile,0.1,2019-03-16,1.6253132837840303
2019-02-23,ili perc,3,HHS Region 1,quantile,0.15,2019-03-16,1.8469429270114777
2019-02-23,ili perc,3,HHS Region 1,quantile,0.2,2019-03-16,1.9833340508360866
2019-02-23,ili perc,3,HHS Region 1,quantile,0.25,2019-03-16,2.127810248224028
2019-02-23,ili perc,3,HHS Region 1,quantile,0.3,2019-03-16,2.252802867528939
2019-02-23,ili perc,3,HHS Region 1,quantile,0.35,2019-03-16,2.3620685139946005
2019-02-23,ili perc,3,HHS Region 1,quantile,0.4,2019-03-16,2.483579670101645
