origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.01,0.524172511951381
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.025,0.524172511951381
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.05,0.524172511951381
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.1,0.531848581748939
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.15,0.556758
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.2,0.630983
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.25,0.630983
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.3,0.722186
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.35,0.797353988141246
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.4,0.875043
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.45,0.877168047057028
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.5,0.885654044720818
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.55,0.885654044720818
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.6,0.906593246574561
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.65,0.923337
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.7,0.955454
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.75,1.08227
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.8,1.17701
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.85,1.17701
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.9,1.3574600000000001
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.95,9.6881200436163
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.975,9.6881200436163
2019-11-02,HHS Region 1,ili perc,1,2019-11-09,quantile,0.99,9.6881200436163
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.01,0.584198
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.025,0.584198
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.05,0.584198
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.1,0.598563666922274
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.15,0.6480657882315796
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.2,0.656801456697928
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.25,0.700343
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.3,0.705164
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.35,0.751595793226733
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.4,0.751595793226733
2019-11-02,HHS Region 1,ili perc,2,2019-11-16,quantile,0.45,0.767975
