origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.01,0.783798864414654
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.025,0.783798864414654
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.05,0.783798864414654
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.1,0.819739
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.15,0.935530418461057
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.2,1.22024653602387
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.25,1.3032200231953275
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.3,1.33087785225248
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.35,1.362789006996
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.4,1.40872
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.45,1.42111002038546
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.5,1.70905
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.55,1.70905
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.6,1.87667
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.65,1.95153782394081
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.7,2.06524
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.75,2.50428
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.8,2.50428
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.85,3.57481
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.9,3.93773
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.95,4.26588
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.975,4.26588
2020-01-18,HHS Region 1,ili perc,1,2020-01-25,quantile,0.99,4.26588
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.01,0.771312
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.025,0.771312
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.05,0.771312
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.1,0.854759255767951
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.15,0.863052138387838
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.2,1.29454718362805
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.25,1.29454718362805
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.3,1.54337416866271
2020-01-18,HHS Region 1,ili perc,2,2020-02-01,quantile,0.35,1.55860622682725
