origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.01,0.5208564523936206
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.025,0.7638780102727384
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.05,0.9119102974924277
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.1,1.0367054563409235
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.15,1.1070113876117251
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.2,1.1587948741362704
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.25,1.19539510066369
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.3,1.2282672842812679
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.35,1.2594830110953998
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.4,1.3084035081426952
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.45,1.341547250793326
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.5,1.3851477170980604
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.55,1.414216532313943
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.6,1.462788110503275
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.65,1.5032985523951783
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.7,1.5398614305988154
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.75,1.5871784814824514
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.8,1.6629471818299357
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.85,1.7532680503430786
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.9,1.8508290629410078
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.95,2.1611321929395295
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.975,2.547350097712906
2016-12-31,HHS Region 1,ili perc,1,2017-01-07,quantile,0.99,3.2345661440856697
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.01,0.43568703828463434
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.025,0.6264027242312075
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.05,0.7369427172524559
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.1,0.8974751309403993
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.15,0.9919115849743866
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.2,1.058751981623959
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.25,1.1148520292996185
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.3,1.168998974937245
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.35,1.2247954660759997
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.4,1.2741038105559501
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.45,1.3259865980957501
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.5,1.373149298937168
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.55,1.4260412638738802
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.6,1.4732979304687737
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.65,1.532796607764084
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.7,1.6135180975558232
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.75,1.6781744808760937
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.8,1.7705456489213636
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.85,1.935854361123707
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.9,2.1958169152790368
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.95,2.5911065391781163
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.975,3.185565703125795
2016-12-31,HHS Region 1,ili perc,2,2017-01-14,quantile,0.99,4.084267453170293
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.01,0.3544159415605838
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.025,0.5356216667089257
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.05,0.627416621029745
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.1,0.7829616539359628
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.15,0.8971767522637077
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.2,0.988282467102396
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.25,1.0550542000522811
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.3,1.1192880176243971
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.35,1.1796185578501557
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.4,1.2465466635488647
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.45,1.3196323404252426
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.5,1.3829626034567604
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.55,1.4357600338398877
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.6,1.5085493212133319
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.65,1.5931725465818793
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.7,1.6739965026257924
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.75,1.8085043430015828
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.8,1.9617091784333547
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.85,2.125615657133041
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.9,2.4593327772634965
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.95,3.050228893528099
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.975,3.7188049485532093
2016-12-31,HHS Region 1,ili perc,3,2017-01-21,quantile,0.99,4.36108744120851
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.01,0.35844085470984083
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.025,0.4543356750899931
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.05,0.5821465838590907
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.1,0.7273932737645517
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.15,0.8445507722517637
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.2,0.9583690789835716
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.25,1.0408677454484012
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.3,1.1110379482819603
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.35,1.1798661900099479
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.4,1.2446170116462818
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.45,1.3221903580769028
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.5,1.3978655447356125
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.55,1.4767010677876335
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.6,1.5592316868873595
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.65,1.6731236627220936
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.7,1.8019945583854038
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.75,1.9596376798970452
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.8,2.1152005671974847
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.85,2.332772669894055
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.9,2.6576366395984943
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.95,3.4631454420531713
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.975,4.2816319210318525
2016-12-31,HHS Region 1,ili perc,4,2017-01-28,quantile,0.99,5.393297114595552
2016-12-31,HHS Region 10,ili perc,1,2017-01-07,quantile,0.01,0.0372070993107144
2016-12-31,HHS Region 10,ili perc,1,2017-01-07,quantile,0.025,0.8484706818125382
