origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.01,3.4585719084816375
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.025,3.969314174089159
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.05,4.841069585969168
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.1,5.3870714611166655
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.15,5.687208860431839
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.2,6.0145223348498895
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.25,6.210105253727372
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.3,6.3515630287814195
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.35,6.555478243456725
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.4,6.796308689853148
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.45,6.991478098977965
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.5,7.144154855568879
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.55,7.357573176451382
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.6,7.568668129289827
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.65,7.78544028087145
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.7,7.966626331892117
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.75,8.234178525813617
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.8,8.622624794225256
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.85,8.938622994090071
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.9,9.507107717198052
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.95,10.672335712083196
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.975,12.260410243103292
2020-02-08,HHS Region 1,ili perc,1,2020-02-15,quantile,0.99,17.231576290129365
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.01,2.7378378851251988
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.025,3.461043459005024
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.05,3.945632917518616
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.1,4.560039545296337
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.15,5.0442017834423725
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.2,5.4472041516633745
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.25,5.758028302314549
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.3,6.091995979638556
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.35,6.369812695594944
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.4,6.607162217609588
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.45,6.858075968295349
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.5,7.11909736612465
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.55,7.449368200043494
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.6,7.700299867659378
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.65,8.007130181709462
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.7,8.310500979611898
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.75,8.641103543756845
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.8,9.026577805431058
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.85,9.642194143665403
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.9,10.39336326291413
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.95,11.944198158269161
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.975,14.663720961758827
2020-02-08,HHS Region 1,ili perc,2,2020-02-22,quantile,0.99,17.738891753437795
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.01,2.4398191343871547
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.025,3.0400736791487946
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.05,3.5520696715709836
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.1,4.099620698383895
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.15,4.651402094731477
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.2,5.061266171150558
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.25,5.382917222259809
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.3,5.695016985253762
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.35,6.023077900813762
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.4,6.471958214561111
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.45,6.820575040474846
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.5,7.08527152486716
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.55,7.358546673658722
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.6,7.687305391357434
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.65,8.029394743103058
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.7,8.490118045678413
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.75,9.043186047298333
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.8,9.739523741214601
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.85,10.399741388536635
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.9,11.724654070910981
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.95,14.167249163486678
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.975,17.889429210038863
2020-02-08,HHS Region 1,ili perc,3,2020-02-29,quantile,0.99,20.39598191906569
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.01,2.114323374638127
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.025,2.6351788491099937
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.05,3.072154940347247
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.1,3.8747187733707795
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.15,4.426307947781481
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.2,4.891489962497258
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.25,5.210894563173104
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.3,5.628980629417827
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.35,5.932103233331782
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.4,6.314907292620266
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.45,6.673738831945538
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.5,6.969600789665525
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.55,7.399471174684579
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.6,7.807136317101914
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.65,8.228055983225236
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.7,8.842322150971597
2020-02-08,HHS Region 1,ili perc,4,2020-03-07,quantile,0.75,9.555640881259013
