origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.01,1.3691693568416652
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.025,2.070157308014679
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.05,2.391737641356225
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.1,2.798463511441393
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.15,3.0003216554298664
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.2,3.139415722891994
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.25,3.2150354211816112
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.3,3.303832552711267
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.35,3.401600679089732
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.4,3.5085377111927256
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.45,3.5848475321888578
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.5,3.682154698179885
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.55,3.764091254144541
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.6,3.897212028767618
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.65,3.985502709365023
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.7,4.093108453579136
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.75,4.19362667094882
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.8,4.3194649220696455
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.85,4.602825614963077
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.9,4.957377906818951
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.95,5.601101766162067
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.975,6.450303762733837
2020-01-11,HHS Region 1,ili perc,1,2020-01-18,quantile,0.99,8.408871156070244
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.01,1.2134596677228313
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.025,1.5896402794607376
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.05,1.996319107489229
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.1,2.3812364158575345
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.15,2.641877441791758
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.2,2.8150959662589403
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.25,3.029315462107514
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.3,3.1754395993743616
2020-01-11,HHS Region 1,ili perc,2,2020-01-25,quantile,0.35,3.303340616100756
