origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2018-05-05,ili perc,1,HHS Region 1,quantile,0.01,2018-05-12,0.45339014791154675
2018-05-05,ili perc,1,HHS Region 1,quantile,0.025,2018-05-12,0.5254638945702808
2018-05-05,ili perc,1,HHS Region 1,quantile,0.05,2018-05-12,0.5847615170049589
2018-05-05,ili perc,1,HHS Region 1,quantile,0.1,2018-05-12,0.6615206909709123
2018-05-05,ili perc,1,HHS Region 1,quantile,0.15,2018-05-12,0.7192481687884972
2018-05-05,ili perc,1,HHS Region 1,quantile,0.2,2018-05-12,0.7838429170633501
2018-05-05,ili perc,1,HHS Region 1,quantile,0.25,2018-05-12,0.8389903945810551
2018-05-05,ili perc,1,HHS Region 1,quantile,0.3,2018-05-12,0.8891856731562566
2018-05-05,ili perc,1,HHS Region 1,quantile,0.35,2018-05-12,0.9340836160649243
2018-05-05,ili perc,1,HHS Region 1,quantile,0.4,2018-05-12,0.9760685576678124
2018-05-05,ili perc,1,HHS Region 1,quantile,0.45,2018-05-12,1.0177570946501868
2018-05-05,ili perc,1,HHS Region 1,quantile,0.5,2018-05-12,1.0560008464975197
2018-05-05,ili perc,1,HHS Region 1,quantile,0.55,2018-05-12,1.0990087128531
2018-05-05,ili perc,1,HHS Region 1,quantile,0.6,2018-05-12,1.1389803328553947
2018-05-05,ili perc,1,HHS Region 1,quantile,0.65,2018-05-12,1.1719250884349293
2018-05-05,ili perc,1,HHS Region 1,quantile,0.7,2018-05-12,1.2242342729282023
2018-05-05,ili perc,1,HHS Region 1,quantile,0.75,2018-05-12,1.2945111011047687
2018-05-05,ili perc,1,HHS Region 1,quantile,0.8,2018-05-12,1.3702959489826232
2018-05-05,ili perc,1,HHS Region 1,quantile,0.85,2018-05-12,1.4410451584001183
2018-05-05,ili perc,1,HHS Region 1,quantile,0.9,2018-05-12,1.7333032275514282
2018-05-05,ili perc,1,HHS Region 1,quantile,0.95,2018-05-12,2.4092575571055326
2018-05-05,ili perc,1,HHS Region 1,quantile,0.975,2018-05-12,2.8296806716458685
2018-05-05,ili perc,1,HHS Region 1,quantile,0.99,2018-05-12,3.3225111925364605
2018-05-05,ili perc,2,HHS Region 1,quantile,0.01,2018-05-19,0.34538257058186894
2018-05-05,ili perc,2,HHS Region 1,quantile,0.025,2018-05-19,0.40301103757608947
2018-05-05,ili perc,2,HHS Region 1,quantile,0.05,2018-05-19,0.4536633642897031
2018-05-05,ili perc,2,HHS Region 1,quantile,0.1,2018-05-19,0.5161024601246094
2018-05-05,ili perc,2,HHS Region 1,quantile,0.15,2018-05-19,0.5729143841984523
2018-05-05,ili perc,2,HHS Region 1,quantile,0.2,2018-05-19,0.6327105761385149
2018-05-05,ili perc,2,HHS Region 1,quantile,0.25,2018-05-19,0.6972258925086453
2018-05-05,ili perc,2,HHS Region 1,quantile,0.3,2018-05-19,0.7641048101413523
2018-05-05,ili perc,2,HHS Region 1,quantile,0.35,2018-05-19,0.8232378743196567
2018-05-05,ili perc,2,HHS Region 1,quantile,0.4,2018-05-19,0.8652868239761979
2018-05-05,ili perc,2,HHS Region 1,quantile,0.45,2018-05-19,0.918739536824482
2018-05-05,ili perc,2,HHS Region 1,quantile,0.5,2018-05-19,0.9704430916308383
2018-05-05,ili perc,2,HHS Region 1,quantile,0.55,2018-05-19,1.0260361165422152
2018-05-05,ili perc,2,HHS Region 1,quantile,0.6,2018-05-19,1.0812408697842675
2018-05-05,ili perc,2,HHS Region 1,quantile,0.65,2018-05-19,1.1287776443925857
2018-05-05,ili perc,2,HHS Region 1,quantile,0.7,2018-05-19,1.179584743592903
2018-05-05,ili perc,2,HHS Region 1,quantile,0.75,2018-05-19,1.2500971334884108
2018-05-05,ili perc,2,HHS Region 1,quantile,0.8,2018-05-19,1.3289370037880845
2018-05-05,ili perc,2,HHS Region 1,quantile,0.85,2018-05-19,1.4202374353033673
2018-05-05,ili perc,2,HHS Region 1,quantile,0.9,2018-05-19,1.7375250667577633
2018-05-05,ili perc,2,HHS Region 1,quantile,0.95,2018-05-19,2.4400451974859143
2018-05-05,ili perc,2,HHS Region 1,quantile,0.975,2018-05-19,2.8990320085265155
2018-05-05,ili perc,2,HHS Region 1,quantile,0.99,2018-05-19,3.3634061500051393
2018-05-05,ili perc,3,HHS Region 1,quantile,0.01,2018-05-26,0.2610514206182556
2018-05-05,ili perc,3,HHS Region 1,quantile,0.025,2018-05-26,0.30972199368098235
2018-05-05,ili perc,3,HHS Region 1,quantile,0.05,2018-05-26,0.36306568596404826
2018-05-05,ili perc,3,HHS Region 1,quantile,0.1,2018-05-26,0.43984615723850284
2018-05-05,ili perc,3,HHS Region 1,quantile,0.15,2018-05-26,0.5019221730134165
2018-05-05,ili perc,3,HHS Region 1,quantile,0.2,2018-05-26,0.5814951511016697
2018-05-05,ili perc,3,HHS Region 1,quantile,0.25,2018-05-26,0.6398228702203266
2018-05-05,ili perc,3,HHS Region 1,quantile,0.3,2018-05-26,0.6960798813376494
2018-05-05,ili perc,3,HHS Region 1,quantile,0.35,2018-05-26,0.7493767197636299
2018-05-05,ili perc,3,HHS Region 1,quantile,0.4,2018-05-26,0.8174362225010813
2018-05-05,ili perc,3,HHS Region 1,quantile,0.45,2018-05-26,0.8741516886859783
2018-05-05,ili perc,3,HHS Region 1,quantile,0.5,2018-05-26,0.932829738662854
2018-05-05,ili perc,3,HHS Region 1,quantile,0.55,2018-05-26,0.9959777067320715
2018-05-05,ili perc,3,HHS Region 1,quantile,0.6,2018-05-26,1.0571372778497194
2018-05-05,ili perc,3,HHS Region 1,quantile,0.65,2018-05-26,1.115049510829884
2018-05-05,ili perc,3,HHS Region 1,quantile,0.7,2018-05-26,1.178114576502284
2018-05-05,ili perc,3,HHS Region 1,quantile,0.75,2018-05-26,1.251308122611117
2018-05-05,ili perc,3,HHS Region 1,quantile,0.8,2018-05-26,1.336466678423555
2018-05-05,ili perc,3,HHS Region 1,quantile,0.85,2018-05-26,1.4420787460782474
2018-05-05,ili perc,3,HHS Region 1,quantile,0.9,2018-05-26,1.7890639635196774
2018-05-05,ili perc,3,HHS Region 1,quantile,0.95,2018-05-26,2.50713073077113
2018-05-05,ili perc,3,HHS Region 1,quantile,0.975,2018-05-26,2.995008254011298
2018-05-05,ili perc,3,HHS Region 1,quantile,0.99,2018-05-26,3.490041831324518
2018-05-05,ili perc,4,HHS Region 1,quantile,0.01,2018-06-02,0.2210794116970608
2018-05-05,ili perc,4,HHS Region 1,quantile,0.025,2018-06-02,0.26436008578616793
2018-05-05,ili perc,4,HHS Region 1,quantile,0.05,2018-06-02,0.3036171080091674
2018-05-05,ili perc,4,HHS Region 1,quantile,0.1,2018-06-02,0.37293108691836246
2018-05-05,ili perc,4,HHS Region 1,quantile,0.15,2018-06-02,0.44537084432005275
2018-05-05,ili perc,4,HHS Region 1,quantile,0.2,2018-06-02,0.5364443067801674
2018-05-05,ili perc,4,HHS Region 1,quantile,0.25,2018-06-02,0.6055680249918083
2018-05-05,ili perc,4,HHS Region 1,quantile,0.3,2018-06-02,0.6557552648984011
2018-05-05,ili perc,4,HHS Region 1,quantile,0.35,2018-06-02,0.6973043300488304
2018-05-05,ili perc,4,HHS Region 1,quantile,0.4,2018-06-02,0.7534245770046457
2018-05-05,ili perc,4,HHS Region 1,quantile,0.45,2018-06-02,0.8134366114633856
2018-05-05,ili perc,4,HHS Region 1,quantile,0.5,2018-06-02,0.8868243395151592
2018-05-05,ili perc,4,HHS Region 1,quantile,0.55,2018-06-02,0.9463982553229985
2018-05-05,ili perc,4,HHS Region 1,quantile,0.6,2018-06-02,1.0341743015807912
2018-05-05,ili perc,4,HHS Region 1,quantile,0.65,2018-06-02,1.1262786356948984
2018-05-05,ili perc,4,HHS Region 1,quantile,0.7,2018-06-02,1.2146976945270131
2018-05-05,ili perc,4,HHS Region 1,quantile,0.75,2018-06-02,1.3075989048168883
2018-05-05,ili perc,4,HHS Region 1,quantile,0.8,2018-06-02,1.417566633941529
2018-05-05,ili perc,4,HHS Region 1,quantile,0.85,2018-06-02,1.5529283414639914
2018-05-05,ili perc,4,HHS Region 1,quantile,0.9,2018-06-02,1.8951951569357977
2018-05-05,ili perc,4,HHS Region 1,quantile,0.95,2018-06-02,2.6589833329897186
2018-05-05,ili perc,4,HHS Region 1,quantile,0.975,2018-06-02,3.2293146678932336
2018-05-05,ili perc,4,HHS Region 1,quantile,0.99,2018-06-02,3.7687418186813466
2018-05-05,ili perc,1,HHS Region 10,quantile,0.01,2018-05-12,0.16002901950094336
2018-05-05,ili perc,1,HHS Region 10,quantile,0.025,2018-05-12,0.19290290441683672
2018-05-05,ili perc,1,HHS Region 10,quantile,0.05,2018-05-12,0.22033737257609967
2018-05-05,ili perc,1,HHS Region 10,quantile,0.1,2018-05-12,0.2824830695264092
2018-05-05,ili perc,1,HHS Region 10,quantile,0.15,2018-05-12,0.3209708779293508
2018-05-05,ili perc,1,HHS Region 10,quantile,0.2,2018-05-12,0.3753310179312921
2018-05-05,ili perc,1,HHS Region 10,quantile,0.25,2018-05-12,0.43287394222378073
2018-05-05,ili perc,1,HHS Region 10,quantile,0.3,2018-05-12,0.4899226631047181
2018-05-05,ili perc,1,HHS Region 10,quantile,0.35,2018-05-12,0.5410542826998352
2018-05-05,ili perc,1,HHS Region 10,quantile,0.4,2018-05-12,0.590892254621429
2018-05-05,ili perc,1,HHS Region 10,quantile,0.45,2018-05-12,0.6608084563683029
2018-05-05,ili perc,1,HHS Region 10,quantile,0.5,2018-05-12,0.73201441610948
2018-05-05,ili perc,1,HHS Region 10,quantile,0.55,2018-05-12,0.7988975617495087
2018-05-05,ili perc,1,HHS Region 10,quantile,0.6,2018-05-12,0.8835189102883554
2018-05-05,ili perc,1,HHS Region 10,quantile,0.65,2018-05-12,0.9536515090761974
2018-05-05,ili perc,1,HHS Region 10,quantile,0.7,2018-05-12,1.0230242346611762
2018-05-05,ili perc,1,HHS Region 10,quantile,0.75,2018-05-12,1.1022622264689745
2018-05-05,ili perc,1,HHS Region 10,quantile,0.8,2018-05-12,1.1978430743569453
2018-05-05,ili perc,1,HHS Region 10,quantile,0.85,2018-05-12,1.305726776390842
2018-05-05,ili perc,1,HHS Region 10,quantile,0.9,2018-05-12,1.7122865523207182
2018-05-05,ili perc,1,HHS Region 10,quantile,0.95,2018-05-12,2.654191967631238
2018-05-05,ili perc,1,HHS Region 10,quantile,0.975,2018-05-12,3.246886796976738
2018-05-05,ili perc,1,HHS Region 10,quantile,0.99,2018-05-12,3.7278366157561074
2018-05-05,ili perc,2,HHS Region 10,quantile,0.01,2018-05-19,0.12084359182863114
2018-05-05,ili perc,2,HHS Region 10,quantile,0.025,2018-05-19,0.16340592109132507
2018-05-05,ili perc,2,HHS Region 10,quantile,0.05,2018-05-19,0.19646425705216053
2018-05-05,ili perc,2,HHS Region 10,quantile,0.1,2018-05-19,0.24025587626063533
2018-05-05,ili perc,2,HHS Region 10,quantile,0.15,2018-05-19,0.2793064020446397
2018-05-05,ili perc,2,HHS Region 10,quantile,0.2,2018-05-19,0.3266988722572792
2018-05-05,ili perc,2,HHS Region 10,quantile,0.25,2018-05-19,0.3804129554935667
2018-05-05,ili perc,2,HHS Region 10,quantile,0.3,2018-05-19,0.43716518040195756
2018-05-05,ili perc,2,HHS Region 10,quantile,0.35,2018-05-19,0.48970262473166415
2018-05-05,ili perc,2,HHS Region 10,quantile,0.4,2018-05-19,0.5546745074909543
2018-05-05,ili perc,2,HHS Region 10,quantile,0.45,2018-05-19,0.6200863235168155
2018-05-05,ili perc,2,HHS Region 10,quantile,0.5,2018-05-19,0.6927235827338839
2018-05-05,ili perc,2,HHS Region 10,quantile,0.55,2018-05-19,0.7676746655744148
2018-05-05,ili perc,2,HHS Region 10,quantile,0.6,2018-05-19,0.8195171144129069
2018-05-05,ili perc,2,HHS Region 10,quantile,0.65,2018-05-19,0.8788422290735205
2018-05-05,ili perc,2,HHS Region 10,quantile,0.7,2018-05-19,0.9474330162602282
2018-05-05,ili perc,2,HHS Region 10,quantile,0.75,2018-05-19,1.028129219047435
2018-05-05,ili perc,2,HHS Region 10,quantile,0.8,2018-05-19,1.1339829488714275
2018-05-05,ili perc,2,HHS Region 10,quantile,0.85,2018-05-19,1.2780661090650187
2018-05-05,ili perc,2,HHS Region 10,quantile,0.9,2018-05-19,1.6684775149631799
2018-05-05,ili perc,2,HHS Region 10,quantile,0.95,2018-05-19,2.543898364262038
2018-05-05,ili perc,2,HHS Region 10,quantile,0.975,2018-05-19,3.0782201257484347
2018-05-05,ili perc,2,HHS Region 10,quantile,0.99,2018-05-19,3.8681264135873357
2018-05-05,ili perc,3,HHS Region 10,quantile,0.01,2018-05-26,0.09640961810178182
2018-05-05,ili perc,3,HHS Region 10,quantile,0.025,2018-05-26,0.12442285066334574
2018-05-05,ili perc,3,HHS Region 10,quantile,0.05,2018-05-26,0.15354706794388417
2018-05-05,ili perc,3,HHS Region 10,quantile,0.1,2018-05-26,0.1854795360733031
2018-05-05,ili perc,3,HHS Region 10,quantile,0.15,2018-05-26,0.21492631202728785
2018-05-05,ili perc,3,HHS Region 10,quantile,0.2,2018-05-26,0.2484801874187565
2018-05-05,ili perc,3,HHS Region 10,quantile,0.25,2018-05-26,0.29945355472998036
2018-05-05,ili perc,3,HHS Region 10,quantile,0.3,2018-05-26,0.3981553242596547
2018-05-05,ili perc,3,HHS Region 10,quantile,0.35,2018-05-26,0.477247210315196
2018-05-05,ili perc,3,HHS Region 10,quantile,0.4,2018-05-26,0.5177492467082865
2018-05-05,ili perc,3,HHS Region 10,quantile,0.45,2018-05-26,0.5652479776786803
2018-05-05,ili perc,3,HHS Region 10,quantile,0.5,2018-05-26,0.6099501370544504
2018-05-05,ili perc,3,HHS Region 10,quantile,0.55,2018-05-26,0.6654508001573423
2018-05-05,ili perc,3,HHS Region 10,quantile,0.6,2018-05-26,0.7316088660828628
2018-05-05,ili perc,3,HHS Region 10,quantile,0.65,2018-05-26,0.8093095618974582
2018-05-05,ili perc,3,HHS Region 10,quantile,0.7,2018-05-26,0.896150209843475
2018-05-05,ili perc,3,HHS Region 10,quantile,0.75,2018-05-26,0.9911976338449473
2018-05-05,ili perc,3,HHS Region 10,quantile,0.8,2018-05-26,1.0970864539497265
2018-05-05,ili perc,3,HHS Region 10,quantile,0.85,2018-05-26,1.245410081325716
2018-05-05,ili perc,3,HHS Region 10,quantile,0.9,2018-05-26,1.6235499532640696
2018-05-05,ili perc,3,HHS Region 10,quantile,0.95,2018-05-26,2.5735899872365033
2018-05-05,ili perc,3,HHS Region 10,quantile,0.975,2018-05-26,3.116855655558431
2018-05-05,ili perc,3,HHS Region 10,quantile,0.99,2018-05-26,3.8631184743940787
2018-05-05,ili perc,4,HHS Region 10,quantile,0.01,2018-06-02,0.09012451771626276
2018-05-05,ili perc,4,HHS Region 10,quantile,0.025,2018-06-02,0.11209629765208248
2018-05-05,ili perc,4,HHS Region 10,quantile,0.05,2018-06-02,0.14175058664913015
2018-05-05,ili perc,4,HHS Region 10,quantile,0.1,2018-06-02,0.17916611151593914
2018-05-05,ili perc,4,HHS Region 10,quantile,0.15,2018-06-02,0.2066268948298113
