origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2018-10-27,ili perc,1,HHS Region 1,quantile,0.01,2018-11-03,0.457043048364878
2018-10-27,ili perc,1,HHS Region 1,quantile,0.025,2018-11-03,0.5268604482444648
2018-10-27,ili perc,1,HHS Region 1,quantile,0.05,2018-11-03,0.6103568759116056
2018-10-27,ili perc,1,HHS Region 1,quantile,0.1,2018-11-03,0.6991650109399107
2018-10-27,ili perc,1,HHS Region 1,quantile,0.15,2018-11-03,0.7673201064484346
2018-10-27,ili perc,1,HHS Region 1,quantile,0.2,2018-11-03,0.8300530497426315
2018-10-27,ili perc,1,HHS Region 1,quantile,0.25,2018-11-03,0.8886008604811657
2018-10-27,ili perc,1,HHS Region 1,quantile,0.3,2018-11-03,0.9459420139102409
2018-10-27,ili perc,1,HHS Region 1,quantile,0.35,2018-11-03,1.0032049681503192
2018-10-27,ili perc,1,HHS Region 1,quantile,0.4,2018-11-03,1.0506248743595439
2018-10-27,ili perc,1,HHS Region 1,quantile,0.45,2018-11-03,1.0902640026121022
2018-10-27,ili perc,1,HHS Region 1,quantile,0.5,2018-11-03,1.138728205506998
2018-10-27,ili perc,1,HHS Region 1,quantile,0.55,2018-11-03,1.185660213737969
2018-10-27,ili perc,1,HHS Region 1,quantile,0.6,2018-11-03,1.24290792443035
2018-10-27,ili perc,1,HHS Region 1,quantile,0.65,2018-11-03,1.2860136885747677
2018-10-27,ili perc,1,HHS Region 1,quantile,0.7,2018-11-03,1.344240289385928
2018-10-27,ili perc,1,HHS Region 1,quantile,0.75,2018-11-03,1.4149971350490325
2018-10-27,ili perc,1,HHS Region 1,quantile,0.8,2018-11-03,1.4957764346721232
2018-10-27,ili perc,1,HHS Region 1,quantile,0.85,2018-11-03,1.5841438117622075
2018-10-27,ili perc,1,HHS Region 1,quantile,0.9,2018-11-03,1.87460433450733
2018-10-27,ili perc,1,HHS Region 1,quantile,0.95,2018-11-03,3.0873713715750974
2018-10-27,ili perc,1,HHS Region 1,quantile,0.975,2018-11-03,3.5739676256148742
2018-10-27,ili perc,1,HHS Region 1,quantile,0.99,2018-11-03,4.102261836319139
2018-10-27,ili perc,2,HHS Region 1,quantile,0.01,2018-11-10,0.36653049185241116
2018-10-27,ili perc,2,HHS Region 1,quantile,0.025,2018-11-10,0.43934973020024265
2018-10-27,ili perc,2,HHS Region 1,quantile,0.05,2018-11-10,0.5009923246952295
2018-10-27,ili perc,2,HHS Region 1,quantile,0.1,2018-11-10,0.5993909888747482
2018-10-27,ili perc,2,HHS Region 1,quantile,0.15,2018-11-10,0.6632215605405107
2018-10-27,ili perc,2,HHS Region 1,quantile,0.2,2018-11-10,0.7358862227173796
2018-10-27,ili perc,2,HHS Region 1,quantile,0.25,2018-11-10,0.8048866868407396
2018-10-27,ili perc,2,HHS Region 1,quantile,0.3,2018-11-10,0.874002489640703
2018-10-27,ili perc,2,HHS Region 1,quantile,0.35,2018-11-10,0.930641598634201
2018-10-27,ili perc,2,HHS Region 1,quantile,0.4,2018-11-10,0.9923424801487001
2018-10-27,ili perc,2,HHS Region 1,quantile,0.45,2018-11-10,1.0470725195629693
2018-10-27,ili perc,2,HHS Region 1,quantile,0.5,2018-11-10,1.1017830221829823
2018-10-27,ili perc,2,HHS Region 1,quantile,0.55,2018-11-10,1.1602061655722222
2018-10-27,ili perc,2,HHS Region 1,quantile,0.6,2018-11-10,1.2243818302875706
2018-10-27,ili perc,2,HHS Region 1,quantile,0.65,2018-11-10,1.282713985422516
2018-10-27,ili perc,2,HHS Region 1,quantile,0.7,2018-11-10,1.3490271526735147
2018-10-27,ili perc,2,HHS Region 1,quantile,0.75,2018-11-10,1.4280724650189973
2018-10-27,ili perc,2,HHS Region 1,quantile,0.8,2018-11-10,1.539724137013746
2018-10-27,ili perc,2,HHS Region 1,quantile,0.85,2018-11-10,1.6693249156865329
2018-10-27,ili perc,2,HHS Region 1,quantile,0.9,2018-11-10,1.98448992399641
2018-10-27,ili perc,2,HHS Region 1,quantile,0.95,2018-11-10,3.5694030731654323
2018-10-27,ili perc,2,HHS Region 1,quantile,0.975,2018-11-10,4.0573982276403
2018-10-27,ili perc,2,HHS Region 1,quantile,0.99,2018-11-10,4.527606004276167
2018-10-27,ili perc,3,HHS Region 1,quantile,0.01,2018-11-17,0.37275588961832057
2018-10-27,ili perc,3,HHS Region 1,quantile,0.025,2018-11-17,0.4402082264074532
2018-10-27,ili perc,3,HHS Region 1,quantile,0.05,2018-11-17,0.5061989781563511
2018-10-27,ili perc,3,HHS Region 1,quantile,0.1,2018-11-17,0.6032853861934313
2018-10-27,ili perc,3,HHS Region 1,quantile,0.15,2018-11-17,0.6874320011094733
2018-10-27,ili perc,3,HHS Region 1,quantile,0.2,2018-11-17,0.7540200509774508
2018-10-27,ili perc,3,HHS Region 1,quantile,0.25,2018-11-17,0.8108105841737159
2018-10-27,ili perc,3,HHS Region 1,quantile,0.3,2018-11-17,0.8600939743751703
2018-10-27,ili perc,3,HHS Region 1,quantile,0.35,2018-11-17,0.9154354313542555
2018-10-27,ili perc,3,HHS Region 1,quantile,0.4,2018-11-17,0.9808727276250737
2018-10-27,ili perc,3,HHS Region 1,quantile,0.45,2018-11-17,1.0447423820874713
2018-10-27,ili perc,3,HHS Region 1,quantile,0.5,2018-11-17,1.1143116675629574
2018-10-27,ili perc,3,HHS Region 1,quantile,0.55,2018-11-17,1.190166796889216
2018-10-27,ili perc,3,HHS Region 1,quantile,0.6,2018-11-17,1.2610839296594913
2018-10-27,ili perc,3,HHS Region 1,quantile,0.65,2018-11-17,1.3356540604306328
2018-10-27,ili perc,3,HHS Region 1,quantile,0.7,2018-11-17,1.4108979556362475
2018-10-27,ili perc,3,HHS Region 1,quantile,0.75,2018-11-17,1.5046833162746067
2018-10-27,ili perc,3,HHS Region 1,quantile,0.8,2018-11-17,1.611802930915875
2018-10-27,ili perc,3,HHS Region 1,quantile,0.85,2018-11-17,1.7928921339680386
2018-10-27,ili perc,3,HHS Region 1,quantile,0.9,2018-11-17,2.1264920216605305
2018-10-27,ili perc,3,HHS Region 1,quantile,0.95,2018-11-17,2.918410542613396
2018-10-27,ili perc,3,HHS Region 1,quantile,0.975,2018-11-17,4.080181519444689
2018-10-27,ili perc,3,HHS Region 1,quantile,0.99,2018-11-17,4.639186664818107
2018-10-27,ili perc,4,HHS Region 1,quantile,0.01,2018-11-24,0.32005144145826436
2018-10-27,ili perc,4,HHS Region 1,quantile,0.025,2018-11-24,0.4021432146942002
2018-10-27,ili perc,4,HHS Region 1,quantile,0.05,2018-11-24,0.4815127871457933
2018-10-27,ili perc,4,HHS Region 1,quantile,0.1,2018-11-24,0.6166578705222285
2018-10-27,ili perc,4,HHS Region 1,quantile,0.15,2018-11-24,0.6983513673920042
2018-10-27,ili perc,4,HHS Region 1,quantile,0.2,2018-11-24,0.7668641264432597
2018-10-27,ili perc,4,HHS Region 1,quantile,0.25,2018-11-24,0.83392005746403
2018-10-27,ili perc,4,HHS Region 1,quantile,0.3,2018-11-24,0.8934805935229873
2018-10-27,ili perc,4,HHS Region 1,quantile,0.35,2018-11-24,0.9626444627204589
2018-10-27,ili perc,4,HHS Region 1,quantile,0.4,2018-11-24,1.0438466259792856
2018-10-27,ili perc,4,HHS Region 1,quantile,0.45,2018-11-24,1.1426284334469197
2018-10-27,ili perc,4,HHS Region 1,quantile,0.5,2018-11-24,1.2302720391211832
