origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.01,1.0063094624585045
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.025,1.0708427118815163
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.05,1.1084374805372954
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.1,1.1576482068319927
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.15,1.199006151539413
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.2,1.2336011988365974
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.25,1.2498146203273397
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.3,1.2755397732101519
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.35,1.2922464625419647
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.4,1.3095425085091927
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.45,1.3219038273157702
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.5,1.3373207092724368
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.55,1.352120277725784
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.6,1.3712042298361546
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.65,1.3887875486011705
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.7,1.404802120420993
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.75,1.4267118777836125
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.8,1.4533724025145869
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.85,1.4897328065012527
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.9,1.5281282913878782
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.95,1.6087642820486694
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.975,1.6701708424678898
2016-04-16,HHS Region 1,ili perc,1,2016-04-23,quantile,0.99,1.8307020969831822
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.01,0.687172825624558
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.025,0.7331451280842641
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.05,0.7895967302787392
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.1,0.8420811383558569
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.15,0.8813661176673504
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.2,0.9131069750024097
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.25,0.9365259539316466
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.3,0.9621190429880855
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.35,0.9915879328171409
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.4,1.0141901264404036
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.45,1.0375349278061152
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.5,1.058726474319192
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.55,1.085899726129074
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.6,1.1052754189420055
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.65,1.1236458641771634
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.7,1.1511292200211551
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.75,1.1839703034282842
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.8,1.213741464975584
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.85,1.257221083147521
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.9,1.3172646247554236
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.95,1.413525710432983
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.975,1.5472871854725385
2016-04-16,HHS Region 1,ili perc,2,2016-04-30,quantile,0.99,1.8333409924728268
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.01,0.5378859211369073
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.025,0.568303432138088
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.05,0.6136044512963572
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.1,0.6636334707659416
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.15,0.6956288911793577
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.2,0.7293298018723726
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.25,0.7640419154759905
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.3,0.7924479596632422
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.35,0.8196078194379723
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.4,0.8383314477458086
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.45,0.8614443960094336
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.5,0.8866854501480901
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.55,0.9142379415110629
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.6,0.9371235237916458
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.65,0.9710311112729424
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.7,0.9943547632443845
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.75,1.0249358619419389
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.8,1.071456743069273
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.85,1.1144561929090833
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.9,1.1850098376009182
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.95,1.3211981093152856
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.975,1.4879909759161865
2016-04-16,HHS Region 1,ili perc,3,2016-05-07,quantile,0.99,1.7159644294569218
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.01,0.3863166743831934
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.025,0.40677269143775924
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.05,0.42856712912803124
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.1,0.462492721013799
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.15,0.48488681272162865
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.2,0.5107875980083735
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.25,0.5356414316646303
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.3,0.5613523592905572
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.35,0.5776057898507945
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.4,0.5973702510844936
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.45,0.6153442989103408
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.5,0.6367963385598054
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.55,0.658693456131175
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.6,0.6828064360267987
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.65,0.7071954091304717
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.7,0.7409167987649303
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.75,0.7676052055645817
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.8,0.7987221808964828
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.85,0.8560121873842516
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.9,0.9177540237062916
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.95,1.022892215923791
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.975,1.1390329092861906
2016-04-16,HHS Region 1,ili perc,4,2016-05-14,quantile,0.99,1.2958554288238568
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.01,0.4941682217825438
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.025,0.5880476192229062
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.05,0.6478674308289935
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.1,0.7180206937204863
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.15,0.7777303122423835
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.2,0.8291510677598187
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.25,0.876062105499436
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.3,0.9003544151618966
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.35,0.9290458459407573
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.4,0.9541978814943003
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.45,0.9846102656849612
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.5,1.0229648667247218
2016-04-16,HHS Region 10,ili perc,1,2016-04-23,quantile,0.55,1.0505470497850664
