origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.01,0.41687426089630164
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.025,0.5732962838501439
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.05,0.6713834107235814
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.1,0.7916158507212244
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.15,0.8503771759646973
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.2,0.8901103854096767
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.25,0.9233921275937292
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.3,0.9472580036858402
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.35,0.9642305265180933
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.4,0.9956013491408786
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.45,1.0341334316718285
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.5,1.0705561215660608
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.55,1.094255821723702
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.6,1.1296379171740485
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.65,1.1609186204516457
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.7,1.1932297519900956
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.75,1.2350212029291463
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.8,1.2842726935319773
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.85,1.3438516684972706
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.9,1.4665257790132338
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.95,1.6816456762301328
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.975,2.0613670357976877
2016-05-07,HHS Region 1,ili perc,1,2016-05-14,quantile,0.99,3.1680476316949484
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.01,0.33712121799746747
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.025,0.4618581873397429
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.05,0.5542767008840754
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.1,0.6839480650951503
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.15,0.7696336944314442
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.2,0.8059879490907144
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.25,0.8537417789203172
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.3,0.8984694614380196
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.35,0.9411494836793273
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.4,0.9695110136067051
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.45,1.019746102107122
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.5,1.0625326965351634
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.55,1.1086959857624903
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.6,1.1588011679259134
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.65,1.2106564505833548
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.7,1.271460457207317
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.75,1.3418610086098675
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.8,1.419854763330469
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.85,1.5161416543324344
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.9,1.6530030838774559
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.95,2.0052378112152187
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.975,2.5109361844928326
2016-05-07,HHS Region 1,ili perc,2,2016-05-21,quantile,0.99,3.549769383032717
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.01,0.32057802575764344
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.025,0.4112482361880417
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.05,0.5080775919355739
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.1,0.6101424461793659
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.15,0.6881791532014176
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.2,0.7533199082619482
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.25,0.8169751910851752
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.3,0.8584607298660031
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.35,0.9001663554986212
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.4,0.9455543330907807
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.45,0.9928423668719928
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.5,1.03932105298873
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.55,1.091325356984999
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.6,1.1648236663650704
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.65,1.222066423141969
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.7,1.2995677949553721
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.75,1.3819286753069597
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.8,1.4821159952767156
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.85,1.608933045377742
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.9,1.8188370154364317
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.95,2.2324595344295397
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.975,2.871197918334138
2016-05-07,HHS Region 1,ili perc,3,2016-05-28,quantile,0.99,4.179980064219619
2016-05-07,HHS Region 1,ili perc,4,2016-06-04,quantile,0.01,0.2328455087448136
2016-05-07,HHS Region 1,ili perc,4,2016-06-04,quantile,0.025,0.35822327729285774
