origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2017-02-11,ili perc,1,HHS Region 1,quantile,0.01,2017-02-18,1.84280883507686
2017-02-11,ili perc,1,HHS Region 1,quantile,0.025,2017-02-18,2.009012339637022
2017-02-11,ili perc,1,HHS Region 1,quantile,0.05,2017-02-18,2.2227196300780494
2017-02-11,ili perc,1,HHS Region 1,quantile,0.1,2017-02-18,2.437488454765891
2017-02-11,ili perc,1,HHS Region 1,quantile,0.15,2017-02-18,2.560645092174603
2017-02-11,ili perc,1,HHS Region 1,quantile,0.2,2017-02-18,2.655271731953291
2017-02-11,ili perc,1,HHS Region 1,quantile,0.25,2017-02-18,2.7557573860009184
2017-02-11,ili perc,1,HHS Region 1,quantile,0.3,2017-02-18,2.8147871061697534
2017-02-11,ili perc,1,HHS Region 1,quantile,0.35,2017-02-18,2.8908467241838283
2017-02-11,ili perc,1,HHS Region 1,quantile,0.4,2017-02-18,2.970401504311162
2017-02-11,ili perc,1,HHS Region 1,quantile,0.45,2017-02-18,3.0307493733519717
2017-02-11,ili perc,1,HHS Region 1,quantile,0.5,2017-02-18,3.0804228222759726
2017-02-11,ili perc,1,HHS Region 1,quantile,0.55,2017-02-18,3.1273095325990474
2017-02-11,ili perc,1,HHS Region 1,quantile,0.6,2017-02-18,3.182712851639447
2017-02-11,ili perc,1,HHS Region 1,quantile,0.65,2017-02-18,3.2487287037031547
2017-02-11,ili perc,1,HHS Region 1,quantile,0.7,2017-02-18,3.330933883525574
2017-02-11,ili perc,1,HHS Region 1,quantile,0.75,2017-02-18,3.4025422405547077
2017-02-11,ili perc,1,HHS Region 1,quantile,0.8,2017-02-18,3.548531174483892
2017-02-11,ili perc,1,HHS Region 1,quantile,0.85,2017-02-18,3.710549249267833
2017-02-11,ili perc,1,HHS Region 1,quantile,0.9,2017-02-18,3.872006134560035
2017-02-11,ili perc,1,HHS Region 1,quantile,0.95,2017-02-18,4.22453351601123
2017-02-11,ili perc,1,HHS Region 1,quantile,0.975,2017-02-18,4.659308326188986
2017-02-11,ili perc,1,HHS Region 1,quantile,0.99,2017-02-18,5.47034927405202
2017-02-11,ili perc,2,HHS Region 1,quantile,0.01,2017-02-25,1.4225954621611032
2017-02-11,ili perc,2,HHS Region 1,quantile,0.025,2017-02-25,1.676032022175209
2017-02-11,ili perc,2,HHS Region 1,quantile,0.05,2017-02-25,1.8931538152834493
2017-02-11,ili perc,2,HHS Region 1,quantile,0.1,2017-02-25,2.1271668912514805
2017-02-11,ili perc,2,HHS Region 1,quantile,0.15,2017-02-25,2.297980902967578
2017-02-11,ili perc,2,HHS Region 1,quantile,0.2,2017-02-25,2.4229813703478382
2017-02-11,ili perc,2,HHS Region 1,quantile,0.25,2017-02-25,2.5419845281445013
2017-02-11,ili perc,2,HHS Region 1,quantile,0.3,2017-02-25,2.6307880920231574
2017-02-11,ili perc,2,HHS Region 1,quantile,0.35,2017-02-25,2.7110340396614734
2017-02-11,ili perc,2,HHS Region 1,quantile,0.4,2017-02-25,2.8006498645497064
2017-02-11,ili perc,2,HHS Region 1,quantile,0.45,2017-02-25,2.8920039014108396
2017-02-11,ili perc,2,HHS Region 1,quantile,0.5,2017-02-25,2.9775873490711646
2017-02-11,ili perc,2,HHS Region 1,quantile,0.55,2017-02-25,3.0680210073318737
2017-02-11,ili perc,2,HHS Region 1,quantile,0.6,2017-02-25,3.14719085017379
2017-02-11,ili perc,2,HHS Region 1,quantile,0.65,2017-02-25,3.2324380581675194
2017-02-11,ili perc,2,HHS Region 1,quantile,0.7,2017-02-25,3.3602890212761394
2017-02-11,ili perc,2,HHS Region 1,quantile,0.75,2017-02-25,3.4911352715793775
2017-02-11,ili perc,2,HHS Region 1,quantile,0.8,2017-02-25,3.6825483310020592
2017-02-11,ili perc,2,HHS Region 1,quantile,0.85,2017-02-25,3.8908206974656343
2017-02-11,ili perc,2,HHS Region 1,quantile,0.9,2017-02-25,4.1362831525052295
2017-02-11,ili perc,2,HHS Region 1,quantile,0.95,2017-02-25,4.70676656236849
2017-02-11,ili perc,2,HHS Region 1,quantile,0.975,2017-02-25,5.382847788168892
2017-02-11,ili perc,2,HHS Region 1,quantile,0.99,2017-02-25,6.198085551617017
2017-02-11,ili perc,3,HHS Region 1,quantile,0.01,2017-03-04,1.2942296630878545
2017-02-11,ili perc,3,HHS Region 1,quantile,0.025,2017-03-04,1.5269065884847142
2017-02-11,ili perc,3,HHS Region 1,quantile,0.05,2017-03-04,1.7080112851872
2017-02-11,ili perc,3,HHS Region 1,quantile,0.1,2017-03-04,1.9629735681503835
2017-02-11,ili perc,3,HHS Region 1,quantile,0.15,2017-03-04,2.1288525441821213
2017-02-11,ili perc,3,HHS Region 1,quantile,0.2,2017-03-04,2.274429608001672
2017-02-11,ili perc,3,HHS Region 1,quantile,0.25,2017-03-04,2.4420296850930017
2017-02-11,ili perc,3,HHS Region 1,quantile,0.3,2017-03-04,2.5583375903952805
2017-02-11,ili perc,3,HHS Region 1,quantile,0.35,2017-03-04,2.6638386686128652
2017-02-11,ili perc,3,HHS Region 1,quantile,0.4,2017-03-04,2.7677316298214674
2017-02-11,ili perc,3,HHS Region 1,quantile,0.45,2017-03-04,2.8587579378844894
2017-02-11,ili perc,3,HHS Region 1,quantile,0.5,2017-03-04,2.9684121823474308
2017-02-11,ili perc,3,HHS Region 1,quantile,0.55,2017-03-04,3.0751717907907477
2017-02-11,ili perc,3,HHS Region 1,quantile,0.6,2017-03-04,3.1873178325889038
