origin_date,target,horizon,location,output_type,output_type_id,target_end_date,value
2020-01-18,ili perc,1,HHS Region 1,quantile,0.01,2020-01-25,2.692828152125917
2020-01-18,ili perc,1,HHS Region 1,quantile,0.025,2020-01-25,2.90444088465558
2020-01-18,ili perc,1,HHS Region 1,quantile,0.05,2020-01-25,3.2835117479655955
2020-01-18,ili perc,1,HHS Region 1,quantile,0.1,2020-01-25,3.526657061546139
2020-01-18,ili perc,1,HHS Region 1,quantile,0.15,2020-01-25,3.6917000465817504
2020-01-18,ili perc,1,HHS Region 1,quantile,0.2,2020-01-25,3.822486026126477
2020-01-18,ili perc,1,HHS Region 1,quantile,0.25,2020-01-25,3.9372836975634833
2020-01-18,ili perc,1,HHS Region 1,quantile,0.3,2020-01-25,4.027775236407021
2020-01-18,ili perc,1,HHS Region 1,quantile,0.35,2020-01-25,4.106209752125335
2020-01-18,ili perc,1,HHS Region 1,quantile,0.4,2020-01-25,4.195370222996289
2020-01-18,ili perc,1,HHS Region 1,quantile,0.45,2020-01-25,4.2660310103705825
2020-01-18,ili perc,1,HHS Region 1,quantile,0.5,2020-01-25,4.340080404658543
2020-01-18,ili perc,1,HHS Region 1,quantile,0.55,2020-01-25,4.41037334931668
2020-01-18,ili perc,1,HHS Region 1,quantile,0.6,2020-01-25,4.495533753013723
2020-01-18,ili perc,1,HHS Region 1,quantile,0.65,2020-01-25,4.575049415321799
2020-01-18,ili perc,1,HHS Region 1,quantile,0.7,2020-01-25,4.671905968245236
2020-01-18,ili perc,1,HHS Region 1,quantile,0.75,2020-01-25,4.786903137494392
2020-01-18,ili perc,1,HHS Region 1,quantile,0.8,2020-01-25,4.918365771309506
2020-01-18,ili perc,1,HHS Region 1,quantile,0.85,2020-01-25,5.076731679694792
2020-01-18,ili perc,1,HHS Region 1,quantile,0.9,2020-01-25,5.293945892937051
2020-01-18,ili perc,1,HHS Region 1,quantile,0.95,2020-01-25,5.871607846334972
2020-01-18,ili perc,1,HHS Region 1,quantile,0.975,2020-01-25,6.336291241508196
2020-01-18,ili perc,1,HHS Region 1,quantile,0.99,2020-01-25,7.426381297127849
2020-01-18,ili perc,2,HHS Region 1,quantile,0.01,2020-02-01,2.2966040182584484
2020-01-18,ili perc,2,HHS Region 1,quantile,0.025,2020-02-01,2.7396509993298244
2020-01-18,ili perc,2,HHS Region 1,quantile,0.05,2020-02-01,3.0094071358667183
2020-01-18,ili perc,2,HHS Region 1,quantile,0.1,2020-02-01,3.3257574283295828
2020-01-18,ili perc,2,HHS Region 1,quantile,0.15,2020-02-01,3.543340634415364
2020-01-18,ili perc,2,HHS Region 1,quantile,0.2,2020-02-01,3.705737781284157
2020-01-18,ili perc,2,HHS Region 1,quantile,0.25,2020-02-01,3.843846792161988
2020-01-18,ili perc,2,HHS Region 1,quantile,0.3,2020-02-01,3.972468312021335
2020-01-18,ili perc,2,HHS Region 1,quantile,0.35,2020-02-01,4.112244711191123
2020-01-18,ili perc,2,HHS Region 1,quantile,0.4,2020-02-01,4.215159599273597
2020-01-18,ili perc,2,HHS Region 1,quantile,0.45,2020-02-01,4.3266627111170415
2020-01-18,ili perc,2,HHS Region 1,quantile,0.5,2020-02-01,4.445281321202084
2020-01-18,ili perc,2,HHS Region 1,quantile,0.55,2020-02-01,4.570020567060811
2020-01-18,ili perc,2,HHS Region 1,quantile,0.6,2020-02-01,4.6829038661362485
2020-01-18,ili perc,2,HHS Region 1,quantile,0.65,2020-02-01,4.815664795987754
2020-01-18,ili perc,2,HHS Region 1,quantile,0.7,2020-02-01,4.95758974031926
2020-01-18,ili perc,2,HHS Region 1,quantile,0.75,2020-02-01,5.0968305739377895
2020-01-18,ili perc,2,HHS Region 1,quantile,0.8,2020-02-01,5.266722568291035
2020-01-18,ili perc,2,HHS Region 1,quantile,0.85,2020-02-01,5.517566524006182
2020-01-18,ili perc,2,HHS Region 1,quantile,0.9,2020-02-01,5.930108059932689
2020-01-18,ili perc,2,HHS Region 1,quantile,0.95,2020-02-01,6.6018879465511615
2020-01-18,ili perc,2,HHS Region 1,quantile,0.975,2020-02-01,7.4512062534972605
2020-01-18,ili perc,2,HHS Region 1,quantile,0.99,2020-02-01,8.394463735697363
2020-01-18,ili perc,3,HHS Region 1,quantile,0.01,2020-02-08,1.9854091165209466
2020-01-18,ili perc,3,HHS Region 1,quantile,0.025,2020-02-08,2.353878243586901
2020-01-18,ili perc,3,HHS Region 1,quantile,0.05,2020-02-08,2.7258454552542046
2020-01-18,ili perc,3,HHS Region 1,quantile,0.1,2020-02-08,3.0745001816905138
2020-01-18,ili perc,3,HHS Region 1,quantile,0.15,2020-02-08,3.3344225532400364
2020-01-18,ili perc,3,HHS Region 1,quantile,0.2,2020-02-08,3.5130456948914284
2020-01-18,ili perc,3,HHS Region 1,quantile,0.25,2020-02-08,3.688500851732174
2020-01-18,ili perc,3,HHS Region 1,quantile,0.3,2020-02-08,3.843144184857556
2020-01-18,ili perc,3,HHS Region 1,quantile,0.35,2020-02-08,3.990206286987606
2020-01-18,ili perc,3,HHS Region 1,quantile,0.4,2020-02-08,4.1468841926108215
2020-01-18,ili perc,3,HHS Region 1,quantile,0.45,2020-02-08,4.276991399883916
2020-01-18,ili perc,3,HHS Region 1,quantile,0.5,2020-02-08,4.418513207387096
2020-01-18,ili perc,3,HHS Region 1,quantile,0.55,2020-02-08,4.540295474712412
2020-01-18,ili perc,3,HHS Region 1,quantile,0.6,2020-02-08,4.688683244355696
